datetime;value
06/10/2016 14:31:00;-0.08794887410948717
06/10/2016 14:31:05;0.005952252248875059
06/10/2016 14:31:10;-0.06793540739202564
06/10/2016 14:31:15;0.006839749442820919
06/10/2016 14:31:20;-0.04070578310131512
06/10/2016 14:31:25;-0.028619575432441067
06/10/2016 14:31:30;-0.03046936999954205
06/10/2016 14:31:35;-0.0022129230540383284
06/10/2016 14:31:40;-0.0033019931371958797
06/10/2016 14:31:45;-0.04776435294838068
06/10/2016 14:31:50;-0.01680430405817772
06/10/2016 14:31:55;-0.03396674647849877
06/10/2016 14:32:00;-0.020200854533060607
06/10/2016 14:32:05;0.08129945626662914
06/10/2016 14:32:10;0.11708816761897053
06/10/2016 14:32:15;0.0794038503745859
06/10/2016 14:32:20;0.12839308820704304
06/10/2016 14:32:25;0.11872688450748461
06/10/2016 14:32:30;0.008082182103925917
06/10/2016 14:32:35;0.1832563635940008
06/10/2016 14:32:40;0.16463714794707107
06/10/2016 14:32:45;0.15410107788315658
06/10/2016 14:32:50;0.12913328134389823
06/10/2016 14:32:55;0.17499398566845864
06/10/2016 14:33:00;0.2338907238831535
06/10/2016 14:33:05;0.2627770285289016
06/10/2016 14:33:10;0.20142894434594633
06/10/2016 14:33:15;0.2763275037759966
06/10/2016 14:33:20;0.31100164382833
06/10/2016 14:33:25;0.16934054283871128
06/10/2016 14:33:30;0.2749763939744554
06/10/2016 14:33:35;0.12736690740142093
06/10/2016 14:33:40;0.3846576185339169
06/10/2016 14:33:45;0.21677108552949823
06/10/2016 14:33:50;0.18121586228694456
06/10/2016 14:33:55;0.20127584800955928
06/10/2016 14:34:00;0.24763638354689346
06/10/2016 14:34:05;0.28777227287294294
06/10/2016 14:34:10;0.03574821004627168
06/10/2016 14:34:15;0.2841177168732153
06/10/2016 14:34:20;0.15259955167151604
06/10/2016 14:34:25;0.18602382703524598
06/10/2016 14:34:30;0.2874291326343389
06/10/2016 14:34:35;0.21068550047901347
06/10/2016 14:34:40;0.31548602833868367
06/10/2016 14:34:45;0.3803806267654346
06/10/2016 14:34:50;0.24744632860173607
06/10/2016 14:34:55;0.2589153123237863
06/10/2016 14:35:00;0.37838857043178
06/10/2016 14:35:05;0.24172951776986257
06/10/2016 14:35:10;0.20753648244503828
06/10/2016 14:35:15;-0.0028268265454476915
06/10/2016 14:35:20;0.1665431782991918
06/10/2016 14:35:25;0.23920077390370692
06/10/2016 14:35:30;0.24937215879436916
06/10/2016 14:35:35;0.07803961570839327
06/10/2016 14:35:40;0.22881646653418228
06/10/2016 14:35:45;0.27113530140704245
06/10/2016 14:35:50;0.13500312611166748
06/10/2016 14:35:55;0.1686397335493545
06/10/2016 14:36:00;0.1354359276688824
06/10/2016 14:36:05;0.10742660573305712
06/10/2016 14:36:10;0.16593856862571613
06/10/2016 14:36:15;0.16186849010978263
06/10/2016 14:36:20;0.04997970566736423
06/10/2016 14:36:25;0.23204576058833373
06/10/2016 14:36:30;0.1951253337474094
06/10/2016 14:36:35;0.22525592611815123
06/10/2016 14:36:40;0.18467788732202625
06/10/2016 14:36:45;0.08918347033608533
06/10/2016 14:36:50;0.363462436636091
06/10/2016 14:36:55;0.1535473575976151
06/10/2016 14:37:00;0.2729218659130146
06/10/2016 14:37:05;0.08765241692780078
06/10/2016 14:37:10;-0.030702269713669295
06/10/2016 14:37:15;0.21722477710679025
06/10/2016 14:37:20;0.11758490929986953
06/10/2016 14:37:25;0.19823523136934595
06/10/2016 14:37:30;0.09231454873818108
06/10/2016 14:37:35;0.2053714910230085
06/10/2016 14:37:40;0.16169270324380347
06/10/2016 14:37:45;0.07689522581467874
06/10/2016 14:37:50;0.1284174513518105
06/10/2016 14:37:55;0.29645313283993824
06/10/2016 14:38:00;0.09614040718109208
06/10/2016 14:38:05;0.28259568952521286
06/10/2016 14:38:10;0.19030280443995884
06/10/2016 14:38:15;0.29535755618328496
06/10/2016 14:38:20;0.282099648872645
06/10/2016 14:38:25;0.38302967834012247
06/10/2016 14:38:30;0.29743822112641044
06/10/2016 14:38:35;0.10122727872373519
06/10/2016 14:38:40;0.11283237287940945
06/10/2016 14:38:45;0.1425994907621035
06/10/2016 14:38:50;0.2517695008665214
06/10/2016 14:38:55;0.08444858322524548
06/10/2016 14:39:00;0.14740259785170065
06/10/2016 14:39:05;0.029411383723812246
06/10/2016 14:39:10;0.17230015794314885
06/10/2016 14:39:15;0.05427276231337315
06/10/2016 14:39:20;0.11028063480505577
06/10/2016 14:39:25;0.11739370904542722
06/10/2016 14:39:30;0.06849153470328859
06/10/2016 14:39:35;0.0009611557641870244
06/10/2016 14:39:40;0.23507322014109097
06/10/2016 14:39:45;0.17865254582173298
06/10/2016 14:39:50;-0.012986380524065963
06/10/2016 14:39:55;0.10429927870269697
06/10/2016 14:40:00;0.10906727399734295
06/10/2016 14:40:05;0.09841089928488832
06/10/2016 14:40:10;0.16266320627900452
06/10/2016 14:40:15;0.1285415277991212
06/10/2016 14:40:20;0.1467933866449529
06/10/2016 14:40:25;0.1607606364931018
06/10/2016 14:40:30;0.1259305755752604
06/10/2016 14:40:35;0.043137960450537985
06/10/2016 14:40:40;-0.0010196201450919234
06/10/2016 14:40:45;0.13301588681823
06/10/2016 14:40:50;-0.0253212033785339
06/10/2016 14:40:55;0.2916483444150303
06/10/2016 14:41:00;-0.007466489892941505
06/10/2016 14:41:05;0.08462437442175591
06/10/2016 14:41:10;0.05513828196179247
06/10/2016 14:41:15;0.04450036002798388
06/10/2016 14:41:20;0.21363286588198932
06/10/2016 14:41:25;0.21466700352051027
06/10/2016 14:41:30;0.1676815555262301
06/10/2016 14:41:35;-0.010370418298297407
06/10/2016 14:41:40;0.12510769783405673
06/10/2016 14:41:45;0.13451972033175696
06/10/2016 14:41:50;0.239068105085088
06/10/2016 14:41:55;0.0727632156280291
06/10/2016 14:42:00;0.07474047064707147
06/10/2016 14:42:05;0.009267865978106013
06/10/2016 14:42:10;-0.02553410524666594
06/10/2016 14:42:15;0.17880333070038734
06/10/2016 14:42:20;0.08139386954594223
06/10/2016 14:42:25;0.0634739018725463
06/10/2016 14:42:30;0.11630872334599315
06/10/2016 14:42:35;0.029568203268338145
06/10/2016 14:42:40;-0.12099625665134289
06/10/2016 14:42:45;0.12894998520399029
06/10/2016 14:42:50;0.005007781115523829
06/10/2016 14:42:55;0.07820875024468785
06/10/2016 14:43:00;0.09142637939802722
06/10/2016 14:43:05;0.12769450275253919
06/10/2016 14:43:10;-0.061073132466611744
06/10/2016 14:43:15;-0.0688109668701952
06/10/2016 14:43:20;0.13875272165380498
06/10/2016 14:43:25;0.1322458880037693
06/10/2016 14:43:30;-0.04737506999143829
06/10/2016 14:43:35;0.09111171200458229
06/10/2016 14:43:40;-0.02360807573565267
06/10/2016 14:43:45;0.09072250829974823
06/10/2016 14:43:50;-0.010372152237640146
06/10/2016 14:43:55;0.1820519439020388
06/10/2016 14:44:00;0.0981450585134829
06/10/2016 14:44:05;-0.05527430576589702
06/10/2016 14:44:10;0.10105477233718324
06/10/2016 14:44:15;0.052116737378644105
06/10/2016 14:44:20;0.04922390257068959
06/10/2016 14:44:25;0.11321812848078713
06/10/2016 14:44:30;0.04976743527657265
06/10/2016 14:44:35;0.12719463311048027
06/10/2016 14:44:40;0.07631448677514038
06/10/2016 14:44:45;-0.021620660666098614
06/10/2016 14:44:50;0.16050337282995497
06/10/2016 14:44:55;0.022500192931342672
06/10/2016 14:45:00;-0.12088377328233035
06/10/2016 14:45:05;0.013130917796667628
06/10/2016 14:45:10;-0.14271474137929913
06/10/2016 14:45:15;-0.04399499798214854
06/10/2016 14:45:20;-0.005936920576320316
06/10/2016 14:45:25;-0.016061132348837354
06/10/2016 14:45:30;-0.13432214191145797
06/10/2016 14:45:35;0.13714436212771747
06/10/2016 14:45:40;-0.13945564366479707
06/10/2016 14:45:45;-0.09692177069857656
06/10/2016 14:45:50;-0.14664471224183992
06/10/2016 14:45:55;-0.05489539876245426
06/10/2016 14:46:00;-0.00668078913552663
06/10/2016 14:46:05;0.06813882090006854
06/10/2016 14:46:10;0.059336235144634965
06/10/2016 14:46:15;-0.053639038997713384
06/10/2016 14:46:20;0.03170793910921168
06/10/2016 14:46:25;0.04248597782868
06/10/2016 14:46:30;-0.07146711237312382
06/10/2016 14:46:35;-0.008875845865125503
06/10/2016 14:46:40;-0.1365947312863669
06/10/2016 14:46:45;-0.053184142584849735
06/10/2016 14:46:50;0.16096136368093616
06/10/2016 14:46:55;-0.20621109765680992
06/10/2016 14:47:00;0.12087825556211208
06/10/2016 14:47:05;-0.12578845281162307
06/10/2016 14:47:10;-0.10481294112451783
06/10/2016 14:47:15;0.011469516768467561
06/10/2016 14:47:20;-0.1462030893876048
06/10/2016 14:47:25;-0.01360630409120799
06/10/2016 14:47:30;0.017698895020291993
06/10/2016 14:47:35;0.03305970676305683
06/10/2016 14:47:40;0.17951455737594704
06/10/2016 14:47:45;0.03336418977510015
06/10/2016 14:47:50;0.12728764355477284
06/10/2016 14:47:55;-0.0006161355897157433
06/10/2016 14:48:00;0.15186618500838242
06/10/2016 14:56:00;0.014751727091848106
06/10/2016 14:56:05;0.07221583609826238
06/10/2016 14:56:10;-0.08315116763055887
06/10/2016 14:56:15;0.005072391039347869
06/10/2016 14:56:20;-0.0010142846339048816
06/10/2016 14:56:25;-0.058475056205303556
06/10/2016 14:56:30;0.01752028642281974
06/10/2016 14:56:35;-0.02898496514875002
06/10/2016 14:56:40;0.015537053413906378
06/10/2016 14:56:45;0.06361462321234987
06/10/2016 14:56:50;-0.08521944770556664
06/10/2016 14:56:55;0.011310123615503062
06/10/2016 14:57:00;0.05465108572869091
06/10/2016 14:57:05;0.06518807432510655
